"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"Turboglorieta/App MIA y Marca el Cambio/ Becas/ Conectar Cámaras",,"Trámites y servicios","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Invitar a la población a aprovechar el descuento del 4% en el pago del predial durante el mes de marzo
 ",1003000.00,CCS/02/CCMM/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-04-30,2019-05-30,,,,,,0-120-1-152-30,0-120-1-152-30,0-120-1-152-30,,,,
Chihuahua,2019,01-Abril-19,30-Junio-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"Predial obras juntos , por tu seguridad ,becas",,"Trámites y servicios","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Anunciar la construcción de una de las turbo glorietas al sur de la ciudad, para que los ciudadanos tomen rutas alternas anunciar la construcción de una de las turbo glorietas al sur de la ciudad, para que los ciudadanos tomen rutas alternas
 ",84000.00,CCS/019/PR/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-03-15,2019-06-30,,,,,,0-113-1-149-61,0-113-1-149-61,0-113-1-149-61,,,,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"PAGO DE PREDIAL VEHÍCULOS ESPECIALES DSPM/ DISTRIBUIDOR HOMERO/  GRUTAS / UACH C. COMUNITARIOS/ DRENAJE",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua"," 
UACh C Comunicatrios: Brindar atención médica en 40 centros comunitarios del DIF Municipal a bajo costo. A través de la firma de un convenio entre el Gobierno Municipal y la UACH se abrieron 40 plazas para que los médicos pasantes realicen su servicio soc. Distribuidor Homero: El Distribuidor Vial de Avenida Tecnológico y Avenida Homero, consta en la construcción de 4 gazas o rampas de conexión que en conjunto formarán un ?trébol? y permitirá la incorporación entre Avenida Homero y Avenida Tecnológico de manera continua desahogando el aforo vehicular de manera efectiva al mismo tiempo que dará su tiempo y espacio al peatón. Con la finalizad de disminuir el tiempo que se permanece en tráfico vehicular de esa zona. Drenaje: La rehabilitación o reparación de los colectores de agua residuales en distintas zonas de la ciudad, moderniza y da más tiempo de vida a estos. Estos sistemas son los encargados de hacer desaparecer las aguas negras, los desechos originados por la actividad de la población. Su tratamiento debe contar con un mantenimiento adecuado ya que la población crece y con ello también los desperdicios aumentan considerablemente.
 
",79800.00,CCS003-DXJ/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-26,2018-03-25,,,,,,2018-217-1-181-63,2018-217-1-181-63,2018-217-1-181-63,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",,Campañas,"BECAS DEPORTIVAS ",,Deportes,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Tienen como objetivo fomentar la continuidad y preparación del beneficiario, que de acuerdo a los logros y resultados en competencias se le otorga un estímulo económico durante nueve meses que cubran sus traslados y equipamiento, principalmente. Se entregan apoyos en ocho categorías: alto rendimiento, atletas con discapacidad, menores de edad, entrenadores, entre otros.",2219352.58,CCS008-CCMM/2018,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-02-01,2018-02-28,,,,,,2018-220-1-182-35,2018-220-1-182-35,2018-220-1-182-35,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios",Espectaculares,,Campañas,"PREDIAL  DE ENERO 2018",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Descuento ofrecido del 12% para beneficiar al contribuyente con descuentos y aumentar la recaudación.",84000.00,CS/02/RSE/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-31,,,,,,2018-221-1-183-68,2018-221-1-183-68,2018-221-1-183-68,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios",Espectaculares,,Campañas,"PREDIAL DE ENERO 2018",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Incrementar la recaudación de impuestos para mayor solvencia económica.",74999.95,CS/01/RSE/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-31,,,,,,2018-221-1-183-68,2018-221-1-183-68,2018-221-1-183-68,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios",Espectaculares,,Campañas,"PREDIAL  DE ENERO 2018",,"Trámites y servicios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Descuento ofrecido del 12% para beneficiar al contribuyente con descuentos y aumentar la recaudación.",36000.00,CS/02/RSE/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-01-01,2018-01-31,,,,,,2018-221-1-183-68,2018-221-1-183-68,2018-221-1-183-68,Chihuahua,2020-07-24,2020-07-24,
Chihuahua,2018,01-Enero-18,31-Marzo-18,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios",Espectaculares,,Campañas,LOGROS,,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Se muestran los diferentes logros, programas y acciones que el Gobierno Municipal ha emprendido durante la presente administración.",84000.00,"CS/03.2018/C28/DA ","Unidad Administrativa  de Comunicación Social",Municipal,"Municipio de Chihuahua",2018-09-01,2018-01-26,,,,,,2018-271-1-183-68,2018-271-1-183-68,2018-271-1-183-68,Chihuahua,2020-07-27,2020-07-27,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",60239.30,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-75-1-206-75,0-75-1-206-75,0-75-1-206-75,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",433608.00,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-74-1-211-72,0-74-1-211-72,0-74-1-211-72,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales",Logros,,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mostrar los principales logros que ha logrado la presente administración municipal, del 2019 a la fecha
 ",606216.00,CCS/PRC/06/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-05,2019-08-13,,,,,,0-73-1-212-15,0-73-1-212-15,0-73-1-212-15,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,Campañas,"Ficuu	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mostrar los principales logros que ha logrado la presente administración municipal, del 2019 a la fecha
 ",499568.96,CCS/PDCH/01/2019/PJ,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-18,2019-07-18,,,,,,0-144-1-213-55,0-144-1-213-55,0-144-1-213-55,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"Avisos Institucionales","abre tu empresa	",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Requisito  para dar de alta una  empresa en  el sae
 ",116000.00,CCS/01/RJUA/2019/DA-2,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-09-01,2019-09-30,,,,,,0-72-1-214-51,0-72-1-214-51,0-72-1-214-51,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"Tarjeta  de la mujer	",,"Equidad de género","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a conocer los beneficios y descuento que se obtiene con la tarjeta de la mujer
 ",30000.00,CCS/01/RJUA/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-08-01,2019-08-30,,,,,,0-71-1-215-53,0-71-1-215-53,0-71-1-215-53,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,"Avisos Institucionales","abre tu empresa	",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Requisito  para dar de alta una  empresa en  el sae
 ",30000.00,CCS/01/RJUA/2019/DA-2,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-09-01,2019-09-30,,,,,,0-71-1-215-53,0-71-1-215-53,0-71-1-215-53,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"seminario de marketing digital	",,"Economía y negocios","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Invitacion a todos a seminario para tener los conocimiento y tips para abrir un negocio
 
 ",17400.00,CCS/01/RJUA/2019/DA-3,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-09-01,2019-09-30,,,,,,0-71-1-215-53,0-71-1-215-53,0-71-1-215-53,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",,"Avisos Institucionales","Premio mpio a la juv. Agustín melgar 2019",,"Cultura y artes","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


dar a conocer el premio de agustin melgar  y los requisitos  que  se requieren  para la participacion



 ",770000.00,CS/62/DCH/DA-DOJA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-08-07,2019-09-30,,,,,,0-70-1-227-79,0-70-1-227-79,0-70-1-227-79,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios",Espectaculares,,"Avisos Institucionales","tarjeta de mi apoyo y mi bienestar	",,Salud,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Invitacion para utilizar la tarjeta de mi apoyo mi bienestar
 ",348000.00,CCS/01/CI/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-08-01,2019-08-30,,,,,,0-69-1-208-37,0-69-1-208-37,0-69-1-208-37,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios",Espectaculares,,"Avisos Institucionales","Becas académicas ",,Educación,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Por tercer año se otorgaron becas académicas y deportivas al 100% d ellos solicitantes que cumplieron con requisitos a tiempo y forman vitar a la población a aprovechar el descuento del 4% en el pago del predial durante el mes enero febrero marzo
 ",487200.00,CS/10/DCH/DA-DOJA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-01-19,2019-01-19,,,,,,0-69-1-208-37,0-69-1-208-37,0-69-1-208-37,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios complementarios","Otros medios complementarios",,"Avisos Institucionales","Becas académicas ",,Educación,"Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género","Por tercer año se otorgaron becas académicas y deportivas al 100% d ellos solicitantes que cumplieron con requisitos a tiempo y forman vitar a la población a aprovechar el descuento del 4% en el pago del predial durante el mes enero febrero marzo
 ",160000.00,CS/10/DCH/DA-DOJA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-01-19,2019-01-19,,,,,,0-68-1-218-13,0-68-1-218-13,0-68-1-218-13,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación","Medios impresos",Revistas,,Campañas,"Tarjeta  de la mujer	",,"Equidad de género","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a conocer los beneficios y descuento que se obtiene con la tarjeta de la mujer
 ",87999.98,CCS/01/RJUA/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-08-01,2019-08-30,,,,,,0-67-1-222-47,0-67-1-222-47,0-67-1-222-47,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,Campañas,"Ficuu	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Mostrar los principales logros que ha logrado la presente administración municipal, del 2019 a la fecha
 ",149999.99,CCS/PDCH/01/2019/PJ,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-18,2019-07-18,,,,,,0-66-1-224-57,0-66-1-224-57,0-66-1-224-57,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"Logros de gobiernos municipal, tarjetas de mi  apoyo  mi bienestar	DA",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Logros de gobiernos municipal, tarjetas de mi  apoyo  mi bienestar
 ",2088000.00,CS/14.2019/TLV/,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-18,2019-07-30,,,,,,0-65-1-141-69,0-65-1-141-69,0-65-1-141-69,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,"Avisos Institucionales","cierre  chip y juan pablo II .Tarjeta de la  mujer",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Aviso del cierre  de la ch-p de para agilizar  el trafico
 ",1251964.00,CS/15.2019/TLV/DA-2,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-01,2019-09-30,,,,,,0-64-1-141-69,0-64-1-141-69,0-64-1-141-69,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,Campañas,"Logros de gobiernos municipal, tarjetas de mi  apoyo  mi bienestar	DA",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Logros de gobiernos municipal, tarjetas de mi  apoyo  mi bienestar
 ",486000.00,CS/14.2019/TLV/,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-18,2019-07-30,,,,,,0-63-1-50-70,0-63-1-50-70,0-63-1-50-70,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Televisión,"Televisión abierta local",,"Avisos Institucionales","CONDONACIÓN DE RECARGOS DEL PREDIAL/ SEGURIDAD GAZA UNIVERSITARIA",,Otro,"Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Aviso seguridad seguridad de gaza de seguridad para agilizar el tráfico.",957000.00,CCS/04/TVA/2019/DA-2*,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-11-01,2019-12-31,,,,,,0-62-1-50-70,0-62-1-50-70,0-62-1-50-70,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"Avisos Institucionales","ficus condonación del los recargos del predial",,"Finanzas públicas","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe



 ",95999.76,CCS/PL/01/2019/DA-2p,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-11-01,2019-12-31,,,,,,0-60-1-38-24,0-60-1-38-24,0-60-1-38-24,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"Avisos Institucionales","ficus condonación de recargos predial",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe



 ",47996.16,CCS/NLC/01/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-06,2019-12-31,,,,,,0-61-1-38-24,0-61-1-38-24,0-61-1-38-24,,,,
Chihuahua,2019,01-Julio-19,30-Septiembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"Avisos Institucionales","ficus condonación de recargos predial",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe



 ",30000.00,CCS/NLC/01/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-06,2019-12-31,,,,,,0-146-1-37-13,0-146-1-37-13,0-146-1-37-13,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"Avisos Institucionales","logros   condonación de recargos predial",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018



 ",120000.00,CCS/07/RL/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-11,2019-12-31,,,,,,0-59-1-37-13,0-59-1-37-13,0-59-1-37-13,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"Avisos Institucionales","FICUU condonación de recargos predial",,"Finanzas públicas","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Promoción de los eventos a presentarse en FICUU 2019



 ",87999.89,CCS/NLC/01/2019/DA-2p,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-08,2019-12-31,,,,,,0-168-1-35-76,0-168-1-35-76,0-168-1-35-76,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"Avisos Institucionales","ficus condonación de recargos predial",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe



 ",74999.88,CCS/NLC/01/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-06,2019-12-31,,,,,,0-148-1-41-77,0-148-1-41-77,0-148-1-41-77,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",,"Avisos Institucionales","ficus condonación de recargos predial",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe



 ",149999.90,CCS/NLC/01/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-06,2019-12-31,,,,,,0-147-1-41-77,0-147-1-41-77,0-147-1-41-77,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",151171.20,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-150-1-42-39,0-150-1-42-39,0-150-1-42-39,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","obras , trabajamos cumplimos , seguridad . Tarjeta  de la mujer  prenvencion de lluvias	",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","Dar a concer las obras realizadas en el municipio de chihuahua durante el periodo 2018
 ",192707.59,CCS/01/PDD/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",0000-00-00,0000-00-00,,,,,,0-151-1-43-43,0-151-1-43-43,0-151-1-43-43,,,,
Chihuahua,2019,01-Octubre-19,31-Diciembre-19,"Contratante y solicitante",,"Servicios de difusión en medios de comunicación",Radio,"Radiodifusoras locales",,"Avisos Institucionales","ficus condonación de recargos predial",,"Informes de gobierno","Informar a la ciudadania de las acciones, avisos, campañas, obras y servicios que impulsa el Gobierno Municipal que se realizan en beneficio de los habitantes de la ciudad de Chihuahua","


Dar conocer los principales logros de Gobierno durante el primer año de actividades del Gobierno Municipal, en el marco del primer informe



 ",381515.21,CCS/NLC/01/2019/DA,"Unidad Administrativa  de Comunicación Social",Municipal,"MUNICIPIO DE CHIHUAHUA",2019-07-06,2019-12-31,,,,,,0-152-1-43-43,0-152-1-43-43,0-152-1-43-43,,,,
