#,Ejercicio,"Fecha de inicio del periodo que se informa","Fecha de término del periodo que se informa",Mensaje,"Hipervínculo Que Dirija a La Información Relativa a La Utilización de Los Tiempos Oficiales","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) y Actualizan la Información","Fecha de Validación","Fecha de actualización",Nota
389,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
390,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
391,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
392,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
393,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
394,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
395,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
396,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
397,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
398,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
399,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
400,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
401,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
402,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
403,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
404,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
405,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
406,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
407,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
408,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
409,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
410,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
411,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
412,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
413,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
414,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
415,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
416,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
417,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
418,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
419,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
420,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
421,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
422,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
423,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
424,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
425,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
426,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
427,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
428,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
429,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
430,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
431,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
432,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
433,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
434,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
435,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
436,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
437,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
438,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-06-30,2019-06-30,
439,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
440,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-06-30,
441,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-06-30,
442,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
443,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-06-24,2019-06-30,
444,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
445,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-06-30,
446,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
447,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
448,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-06-30,
449,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
450,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
451,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
452,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
453,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
454,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
455,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
456,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
457,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
458,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
459,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
460,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
461,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
462,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
463,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
464,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
465,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
466,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
467,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
468,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
469,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
470,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
471,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
472,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-07-24,2019-06-30,
473,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
474,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
475,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
476,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
477,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
478,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
479,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
480,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
481,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
482,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
483,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
484,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
485,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
486,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
487,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
488,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
489,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
490,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
491,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
492,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
493,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-27,2019-06-30,
494,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
495,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
496,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
497,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
498,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
499,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
500,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
501,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
502,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
503,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
504,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
505,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
506,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
507,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
508,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
509,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
510,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-02,
511,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
512,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
513,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
514,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-02,
515,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
516,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
517,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2020-07-02,
518,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
519,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
520,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
521,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
522,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
523,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
524,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
525,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
526,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
527,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
528,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
529,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
530,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
531,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
532,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
533,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
534,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
535,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
536,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
537,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-08-13,2018-03-30,
538,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
539,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
540,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
541,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
542,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
543,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
544,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
545,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
546,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
547,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
548,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
549,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
550,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
551,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
552,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
553,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
554,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
555,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
556,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
557,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
558,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
559,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
560,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
561,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
562,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
563,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
564,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
565,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
566,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
567,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
568,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
569,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
570,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
571,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
572,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
573,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
574,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
575,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
576,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
577,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
578,2018,2018-10-01,2018-12-31,,,"UNIDAD ADMINISTRATIVA DE COMUNICACIÓN SOCIAL",2019-01-28,2018-12-31,
579,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
580,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
581,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
582,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
583,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
584,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
585,2018,2018-01-01,2018-03-31,,,"Unidad Administrativa  de Comunicación Social",2018-06-13,2018-03-30,
586,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2018-06-30,
587,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
588,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
589,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
590,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
591,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
592,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
593,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
594,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
595,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
596,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
597,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
598,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
599,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
600,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
601,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
602,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
603,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
604,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2020-05-11,2019-06-30,
605,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
606,2019,2019-04-01,2019-05-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
607,2019,2019-04-01,2019-06-30,,,"Unidad Administrativa de coordinación de  Comunicación Social del Gobierno Municipal",2019-07-24,2019-06-30,
