#,"Número de contrato",Procedimiento,Proveedor,Ejercicio,Trimestre,Contratante,Solicitante,"Objeto del contrato",Descripción,"Fundamento jurídico","Fecha celebración","Fecha inicio","Fecha fin","Monto original del contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo contrato en PDF (Vinculo al archivo)",Estatus
203,AD255/19,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad exterior.","Servicio de arrendamiento en pantalla fija unipolar de proyección a gran formato, para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,240000.00,0.00,240000.00,240000.00,AD_255-19.PDF,Activo
204,AD256/19,"Adjudicación directa","Monito, Análisis y Monitoreo de Medios, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Monitoreo medios de comunicación.","Servicio de monitoreo profesional en tiempo real de medio de publicaciones de medios impresos, digitales, radio, y televisión, a través de un sistema digital con recurso de alertas, para así poder tener una adecuada medición al desempeño del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,522000.00,0.00,522000.00,,AD_256-19.PDF,Activo
205,AD257/19,"Adjudicación directa","Información Procesada Hemeroteca  Y Análisis de Prensa, S.C.",2019,julio-septiembre,Chihuahua,Chihuahua,"Monitoreo medios de comunicación.","Servicio de monitoreo y generación de Hemeroteca profesional de medios impresos para asi poder tener una adecuada medición al desempeño del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,243600.00,0.00,243600.00,,AD_257-19.PDF,Activo
206,AD258/19,"Adjudicación directa","Tolk MX, S. de R.L. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Monitoreo medios de comunicación.","Servicio Profesional de analisis de la conversación digital y medición de audiencias en las distintas redes sociales y plataformas digitales del Gobierno Municipal, para así poder tener una adecuada medición al desempeño del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,1000000.00,0.00,1000000.00,,AD_258-19.PDF,Activo
207,AD259/19,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Ser Empresario"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,251820.00,0.00,251820.00,251819.98,AD_259-19.PDF,Activo
208,AD266/19,"Adjudicación directa","Cablemás Telecomunicaciones, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad televisión.","Servicio de publicidad en televisión a través de la programación del Izzi TV, via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,1000000.00,0.00,1000000.00,,AD_266-19.PDF,Activo
209,AD268/19,"Adjudicación directa","Omnia Comunicaciones, S. de R.L. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.omnia.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,210000.00,0.00,210000.00,209999.99,AD_268-19.PDF,Activo
210,AD309/19,"Adjudicación directa",www.futuro.mx,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad en medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.futuro.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,120000.00,0.00,120000.00,,AD_309-19.PDF,Activo
211,AD319/19,"Adjudicación directa","Editorial Clío, Libros, y Videos S.A. de C.V.",2019,octubre-diciembre,Chihuahua,Chihuahua,"Documental importancia de Chihuahua.","Servicio para realizar la producción de una obra en la que se destaque la importancia de chihuahua en la democracia de México Actual.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, XIII. Los servicios contratados directamente con la persona que posee la titularidad o el licenciamiento exclusivo de patentes vigentes, derechos de autoría, u otros derechos exclusivos, o por tratarse de obras de arte.",2019-10-21,2019-10-21,2019-12-31,2378000.00,0.00,2378000.00,,AD_319-19.PDF,Activo
212,AD241/19,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en el periodico ""El Diario de Chihuahua"" , para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,1100000.00,70000.01,1170000.01,1170000.00,AD_241-19.PDF,Activo
213,AD242/19,"Adjudicación directa","Cazonci Editores, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Alcaldes de México"", para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,180000.00,0.00,180000.00,,AD_242-19.PDF,Activo
214,AD245/19,"Adjudicación directa","Multimedios, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad televisión.","Servicio de publicidad en televisión a través de la programación del canal 6, via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,1600000.00,0.00,1600000.00,,AD_245-19.PDF,Activo
215,AD248/19,"Adjudicación directa","Jesús Antonio Pérez Rodríguez",2019,julio-septiembre,Chihuahua,Chihuahua,"Servicios diversos de comunicación.","Servicio de Producción profesional para generar contenido Multimedia de calidad cinematografica  para la adecuada comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,800000.00,0.00,800000.00,,AD_248-19.PDF,Activo
216,AD249/19,"Adjudicación directa","María Cristina Sánchez Manzano",2019,julio-septiembre,Chihuahua,Chihuahua,"Servicios diversos de comunicación.","Servicio de Producción profesional para generar contenido Multimedia para la adecuada comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,324000.00,0.00,324000.00,67976.00,AD_249-19.PDF,Activo
217,AD244/19,"Adjudicación directa","Periodico Digital Sendero, S.A.P.I. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.eldeforma.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,800000.00,0.00,800000.00,,AD_244-19.PDF,Activo
218,AD250/19,"Adjudicación directa","Nora Angélica de la Rosa Martínez",2019,julio-septiembre,Chihuahua,Chihuahua,"Servicios diversos de comunicación.","Servicio de Monitoreo profesional de medios y elaboración de síntesis informativa para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,174000.00,0.00,174000.00,,AD_250-19.PDF,Activo
219,AD251/19,"Adjudicación directa","AA Print, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad exterior.","Arrendamiento de espacios Unipolares Contando con Servicio de impresión, montaje, retiro del material, en diversos puntos de la ciudad para la adecuada comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,900000.00,0.00,900000.00,,,Activo
220,AD252/19,"Adjudicación directa","Jessica Arely Medina Valerio",2019,julio-septiembre,Chihuahua,Chihuahua," 
Publicidad exterior.
 
 ","Servicio de publicidad en Mega Pantalla, ubicada en calle Libertad esquina con Vicente Guerrero, Colonia Centro, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,237600.00,0.00,237600.00,237599.99,AD_252-19.PDF,Activo
221,AD261/19,"Adjudicación directa",www.laparadoja.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales. ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.laparadoja.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",2019-07-19,2019-07-19,2019-12-31,150000.00,0.00,150000.00,,AD_261-19.PDF,Activo
222,AD243/19,"Adjudicación directa","Now New Media S.A.P.I de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.eldeforma.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",2019-07-19,2019-07-19,2019-12-31,800000.00,0.00,800000.00,,AD_243-19.PDF,Activo
223,AD321-2018,"Adjudicación directa","ANTENA DEPORTIVA",2018,octubre-diciembre,Chihuahua,Chihuahua,"Servicio de publicidad en radio","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""antena deportiva"", para la correcta comunicación social del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,200000.00,0.00,200000.00,200000.00,T-AD_321-18_-_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF,Activo
224,AD322/18,"Adjudicación directa","Multimedios, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio  a de las estaciones de radio XACH 90.9 F.M. La caliente, XHCHA104.5 Hits F.M., XHCHH94.5 D95, XHHEM 103.7 F.M. Classic F.M. , via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo, según sea solicitado por la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,1199809.00,0.00,1199809.00,1199808.88,AD_322-18.PDF,Activo
225,AD323/18,"Adjudicación directa","Radio Impulsora X.E.E., S.A",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""XHES 102.5 F.M."", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,624868.00,0.00,624868.00,624858.20,AD323-18.PDF,Activo
226,AD324/18,"Adjudicación directa","Antena 102.5",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio a través del programa ""No le cambie"" via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo ,Según sea solicitado por la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,454358.00,0.00,454358.00,454256.00,T-AD_324-18_-_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,Activo
227,AD325/18,"Adjudicación directa","ASERTO RADIO",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""Aserto"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,208800.00,0.00,208800.00,208797.73,T-AD_325-18_-_LUIS_JAVIER_VALERO_FLORES.PDF,Activo
228,AD326/18,"Adjudicación directa","La Ventana del Juicio.mx",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""La ventana del juicio"", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,138942.00,0.00,138942.00,138800.06,T-AD_326-18_-_ESTEBAN_SALMON_PAREDES.PDF,Activo
229,AD327/18,"Adjudicación directa","NN NUESTRAS NOTICIAS",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""NN Nuestras Noticias"", vía spots de avisos y anuncios oficiales, entrevistas en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,174050.19,0.00,174050.19,173903.55,T-AD_327-18_-_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF,Activo
230,AD328/18,"Adjudicación directa","Radio Lobo, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""Radio Lobo XHSU106.1"", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,814850.00,0.00,814850.00,814378.19,AD_328-18.PDF,Activo
231,AD329/18,"Adjudicación directa","Nueva Era Radio de Chihuahua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio a través de la estación de ""XHBW Magia digital 93.3 FM,  XHBU La norteñita 91.7 F.M., XHQD Romance 95.7"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,750000.00,0.00,750000.00,749963.28,AD_329-18.PDF,Activo
232,AD330/18,"Adjudicación directa","Especialistas en Comunicación Integral, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""mega activo"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,174989.00,0.00,174989.00,174940.00,AD_330-18.PDF,Activo
233,AD331/18,"Adjudicación directa","Nueva Línea Comunicación, S.C.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""palabra viva"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,177468.00,0.00,177468.00,175338.20,AD_331-18.PDF,Activo
234,AD332/18,"Adjudicación directa","Promotora de Radio de Chihuahua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica","Servicio de publicidad en radio a través de vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo y menciones dentro del Programa Estereo Vida, XHHES 94.1 F.M., ArrobaXHDI 88.5, la poderosa XHFA 89.3 y Estereo Meixcana 96.5 F.M."", Solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,699870.40,0.00,699870.40,699780.00,AD_332-18.PDF,Activo
235,AD333/18,"Adjudicación directa","Imagen Radio Comercial, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""Imagen radio comercial XHCHI 97.3 F.M."", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,750075.00,0.00,750075.00,749940.00,AD333-18.PDF,Activo
236,AD334/18,"Adjudicación directa","Comunicaciones Chihua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""EXA  100.9 F.M."", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,664892.62,0.00,664892.62,664650.42,AD334-18.PDF,Activo
237,AD335/18,"Adjudicación directa","Programa CONTRASTE",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad radiofonica","Servicio de publicidad en radio a través del Programa ""contraste"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,139200.00,0.00,139200.00,136998.76,AD335-18.PDF,Activo
238,AD336/18,"Adjudicación directa","""Expectativa Noticias""",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio en televisión dentro de la programación de ""Expectativa noticia"", vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones, en vivo para la correcta comunicación social del gobierno municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,199449.99,0.00,199449.99,198650.00,AD336-18.PDF,Activo
239,AD337/18,"Adjudicación directa","Comunicación Futura, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad televisión","Servicio en televisión a través de la programación de Lobo Tv, cosmocable, y canal 71, de la programación IZZZI,, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones en vivo, para la correcta comunicación social del gobierno municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,199200.00,0.00,199200.00,199200.00,AD337-18.PDF,Activo
240,AD338/18,"Adjudicación directa","NOTICIERO CHIHUAHUA DIGITAL",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad televisión ","Servicio en televisión, vía spot, anuncios oficiales, apariciones en programas, entrevistas y transmisiones en vivo, dentro del  programa ""Noticiero Chihuahua Digital"", solicitado por la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,293000.00,0.00,293000.00,292100.20,AD338-18.PDF,Activo
241,AD339/18,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad impresa"," Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""Ser Empresario"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,350683.33,0.00,350683.33,349634.97,AD339-18.PDF,Activo
242,AD340/18,"Adjudicación directa","Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales a través del periodico el heraldo de chihuahua, para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,2219352.58,0.00,2219352.58,2219352.58,AD340-18.PDF,Activo
243,AD341/18,"Adjudicación directa","Merboca, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,"Publicidad impresa","Servicio de publicidad impresa, por medio de publicaciones vía inserciones, de campañas promoción, publicaciones oficiales especificamente en las revista ""Voz en red"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",2018-10-01,2018-10-01,2018-12-31,69999.00,0.00,69999.00,69998.99,AD341-18.PDF,Activo
