"ID Respecto al contrato y los montos (Factura-Orden de compra-Contrato-Proveedor)","Fecha de Firma Del Contrato","Número O Referencia de Identificación Del Contrato","Objeto Del Contrato","Hipervínculo Al Contrato Firmado","Hipervínculo Al Convenio Modificatorio, en su Caso","Monto Total Del Contrato","Monto Pagado Al Periodo Publicado","Fecha de Inicio de Los Servicios Contratados","Fecha de Término de Los Servicios Contratados","Número de Factura","Hipervínculo a La Factura"
383-1-282-71,2020-04-22,AD072/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DE LA PROGRAMACIÓN DEL CANAL 6.4 XHMTCH-TDT.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD072-2020_UNIDAD_CORPORATIVA_DE_TV.PDF,,1548600.00,1548600.00,2020-04-08,2020-06-30,08,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD072-2020_UNIDADCORPTV-2.PDF
384-1-283-69,2020-04-22,AD073/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DE LA PROGRAMACIÓN DE TELEVISA.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD073-2020_TELEVISORA_DE_OCCIDENTE_SA_DE_CV.PDF,,287100.00,287100.00,2020-04-08,2020-06-30,GF-35944,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD073-2020_TELEVISORADELOCCIDENTE.PDF
385-1-283-69,2020-04-22,AD073/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DE LA PROGRAMACIÓN DE TELEVISA.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD073-2020_TELEVISORA_DE_OCCIDENTE_SA_DE_CV.PDF,,352286.00,352286.00,2020-04-08,2020-06-30,GF-35980,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD073-2020_TELEVISORADELOCCIDENTE-1.PDF
386-1-283-69,2020-04-22,AD073/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DE LA PROGRAMACIÓN DE TELEVISA.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD073-2020_TELEVISORA_DE_OCCIDENTE_SA_DE_CV.PDF,,1054416.00,1054416.00,2020-04-08,2020-06-30,GF-35855,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD073-2020_TELEVISORADEOCCIDENTE-1.PDF
387-1-283-69,2020-04-22,AD073/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DE LA PROGRAMACIÓN DE TELEVISA.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD073-2020_TELEVISORA_DE_OCCIDENTE_SA_DE_CV.PDF,,827809.80,827809.80,2020-04-08,2020-06-30,GF-36001,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD073-2020_TELEVISORADEOCCIDENTE-2.PDF
388-1-284-64,2020-04-22,AD074/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAVISIONDECHIHUAHUA.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD074-2020_VICTOR_HUGO_VALLES.PDF,,117450.00,117450.00,2020-04-08,2020-06-30,4,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD074-2020_VICTORHUGOVALLES-1.PDF
389-1-284-64,2020-04-22,AD074/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAVISIONDECHIHUAHUA.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD074-2020_VICTOR_HUGO_VALLES.PDF,,121800.00,121800.00,2020-04-08,2020-06-30,"Hugo Valles 03",https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f57f0b742306_AD074-2020_VICTORHUGOVALLES-2.PDF
39-1-116-51,2019-03-15,AD120/19,"Publicación en revista voz en red
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_120-19.PDF,,116000.00,116000.00,2019-03-15,2019-06-30,418,https://www.sindicatura.mx/publicidad-abierta/data/facturas/77-MERBOCA_S.A._DE_C.V..PDF
390-1-285-52,2020-04-22,AD075/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DE LA PROGRAMACIÓN DEL CANAL 6 XHAUC.",,,1112559.00,1112559.00,2020-04-08,2020-06-30,"MYA 85189",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD075-2020MULTIMEDIOSTV-1.PDF
391-1-285-52,2020-04-22,AD075/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DE LA PROGRAMACIÓN DEL CANAL 6 XHAUC.",,,743415.00,743415.00,2020-04-08,2020-06-30,"MYA 84554",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD075-2020MULTIMEDIOSTV-2.PDF
392-1-290-101,2020-04-22,AD099/2020,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"NO LE CAMBIE"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD099-2020_JUAN_ENRIQUE_LOPEZ.PDF,,246999.99,246999.99,2020-04-08,2020-06-30,EF6A,
393-1-290-101,2020-04-22,AD099/2020,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"NO LE CAMBIE"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD099-2020_JUAN_ENRIQUE_LOPEZ.PDF,,153000.00,153000.00,2020-04-08,2020-06-30,745,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD099-2020_JUANENRIQUELOPEZ-2.PDF
394-1-294-19,2020-04-22,AD100/2020,"spot en radio
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD100-2020_ESTEBAN_SALMON_PAREDES_2.PDF,,60887.99,60887.99,2020-04-08,2020-06-30,267,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD100-2020_ESTEBANSALMON-1.PDF
395-1-294-19,2020-04-22,AD100/2020,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"LA VENTANA DEL JUICIO"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD100-2020_ESTEBAN_SALMON_PAREDES_2.PDF,,50112.00,50112.00,2020-04-08,2020-06-30,266,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD100-2020_ESTEBANSALMON-2.PDF
396-1-296-29,2020-04-22,AD101/2020,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE """"IMAGEN RADIO COMERCIAL XHCHI 97.3 FM"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD101-2020_IMAGEN_RADIO_COMERCIAL_.PDF,,516345.00,516345.00,2020-04-08,2020-06-30,"IRCRF 458",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD101-2020_IMAGENRADIO-1.PDF
397-1-296-29,2020-04-22,AD101/2020,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DE LA PROGRAMACIÓN DE """"IMAGEN RADIO COMERCIAL XHCHI 97.3 FM"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD101-2020_IMAGEN_RADIO_COMERCIAL_.PDF,,343650.00,343650.00,2020-04-08,2020-06-30,"IRCRF 447",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD101-2020_IMAGENRADIO-2.PDF
398-1-300-73,2020-04-22,AD102/2020,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"PLAN DE VUELO"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD102-2020_RUBEN_EDMUNDO_MALDONADO_.PDF,,104400.00,104400.00,2020-04-08,2020-06-30,A-83,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD102-2020_RUBENMALDONADO-1.PDF
399-1-300-73,2020-04-22,AD102/2020,"


SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"PLAN DE VUELO"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD102-2020_RUBEN_EDMUNDO_MALDONADO_.PDF,,69600.00,69600.00,2020-04-08,2020-06-30,A-63,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD102-2020_RUBENMALDONADO-2.PDF
40-1-117-44,2019-03-15,AD121/19,"Banner en la página www.entrelineas.com.mx
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_121-19.PDF,,211700.00,211700.00,2019-03-15,2019-06-30,255,https://www.sindicatura.mx/publicidad-abierta/data/facturas/78-CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS_S.A._DE_C.V..PDF
400-1-302-60,2020-04-22,AD103/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DEL PROGRAMA EXPECTATIVA NOTICIAS A TRAVÉS DEL CANAL 6.4 XHMTCH-TDT.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD103-2020_PEDRO_JAVIER_ONTIVEROS_BLANCO.PDF,,46799.99,46799.99,2020-04-08,2020-06-30,"PED ONT 03",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD103-2020_PEDROONTIVEROS.PDF
401-1-303-33,2020-04-22,AD104/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"ALCALDES DE  MÉXICO"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.
 ",,,144000.00,144000.00,2020-04-08,2020-06-30,2252,https://www.sindicatura.mx/publicidad-abierta/data/facturas/5f58fa692baa5_AD103-2020_PEDROONTIVEROS.PDF
402-1-304-47,2020-04-22,AD105/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"SER EMPRESARIO"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD105-2020_EDITORIAL_E_IMAGEN_PUBLICA_SA_DE_CV.PDF,,130890.00,130890.00,2020-04-08,2020-06-30,2308,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD105-2020-EDITORIAL_E_IMAGEN_PUBLICA_S.A._DE_C.V.-1.PDF
403-1-304-47,2020-04-22,AD105/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"SER EMPRESARIO"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD105-2020_EDITORIAL_E_IMAGEN_PUBLICA_SA_DE_CV.PDF,,81200.00,81200.00,2020-04-08,2020-06-30,2283,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD105-2020-EDITORIAL_E_IMAGEN_PUBLICA_S.A._DE_C.V.-2.PDF
404-1-305-35,2020-04-22,AD106/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL HERALDO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD106-2020_CIA_PERIODISTICA_DEL_SOL_IMPRESO_HERALDO.PDF,,3899999.99,3899999.99,2020-04-08,2020-06-30,APAB000011618,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD106-2020_HERALDOIMPRESO-1.PDF
405-1-305-35,2020-04-22,AD106/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL HERALDO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD106-2020_CIA_PERIODISTICA_DEL_SOL_IMPRESO_HERALDO.PDF,,2600000.00,2600000.00,2020-04-08,2020-06-30,APAB000011598,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD106-2020_HERALDOIMPRESO-2.PDF
406-1-306-53,2020-04-22,AD107/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"RADIO NET JUARENSE"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",,,83984.00,83984.00,2020-04-08,2020-06-30,A-4958,
407-1-306-53,2020-04-22,AD107/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN LA REVISTA """"RADIO NET JUARENSE"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",,,83984.00,83984.00,2020-04-08,2020-06-30,A-4921,
408-1-307-79,2020-04-22,AD108/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD108-2020_EL_CHUVISCAR_IMPRESO_.PDF,,1999999.00,1999999.00,2020-04-08,2020-06-30,PDCR/60093,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD108-2020-PUBLICACIONES_DEL_CHUVISCAR_S.A._DE_C.V.-1.PDF
409-1-307-79,2020-04-22,AD108/2020,"


SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.



 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD108-2020_EL_CHUVISCAR_IMPRESO_.PDF,,2000000.00,2000000.00,2020-04-08,2020-06-30,PDCR/59718,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD108-2020-PUBLICACIONES_DEL_CHUVISCAR_S.A._DE_C.V.-2.PDF
41-1-117-44,2019-03-15,AD121/19,"Banner en la página www.entrelineas.com.mx
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_121-19.PDF,,509600.22,509600.22,2019-03-15,2019-06-30,252,https://www.sindicatura.mx/publicidad-abierta/data/facturas/79-CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS_S.A._DE_C.V..PDF
410-1-308-51,2020-04-22,AD109/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD109-2020_MERBOCA_SA_DE_CV.PDF,,226920.00,226920.00,2020-04-08,2020-06-30,496,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD109-2020_MERBOCA488-1.PDF
411-1-308-51,2020-04-22,AD109/2020,"SERVICIO DE PUBLICIDAD EN MATERIA COMERCIAL PERIODISTICA, VÍA INSERCIONES EN DIVERSOS  PERIÓDICOS Y PUBLICACIONES IMPRESAS, ESPECIFICAMENTE EN EL PERIÓDICO """"EL DIARIO DE CHIHUAHUA"""", PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL.
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD109-2020_MERBOCA_SA_DE_CV.PDF,,134999.99,134999.99,2020-04-08,2020-06-30,488,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD109-2020_MERBOCA488-2.PDF
412-1-310-27,2020-04-22,AD076/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAJIRIBILLA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD076-2020_AURORA_MONTERDE.PDF,,83999.99,83999.99,2020-04-08,2020-06-30,A11,
413-1-310-27,2020-04-22,AD076/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.LAJIRIBILLA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD076-2020_AURORA_MONTERDE.PDF,,60000.01,60000.01,2020-04-08,2020-06-30,A10,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD076-2020-AURORA_MONTERDE_FERNANDEZ-2.PDF
414-1-311-46,2020-04-22,AD077/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELRESUMEN.NET PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD077-2020_JUAN_MANUEL_BARRIENTOS.PDF,,40200.00,40200.00,2020-04-08,2020-06-30,251,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD077-2020_JUANMANUELBARRIENTOS-1.PDF
415-1-311-46,2020-04-22,AD077/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELRESUMEN.NET PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD077-2020_JUAN_MANUEL_BARRIENTOS.PDF,,17400.00,17400.00,2020-04-08,2020-06-30,246,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD077-2020_JUANMANUELBARRIENTOS-2.PDF
416-1-312-30,2020-04-22,AD078/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.TIEMPO.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD078-2020_IMPRENTA_SIGLO_XXV_SA_DE_CV.PDF,,3105273.60,3105273.60,2020-04-08,2020-06-30,A908,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD078-2020_IMPRENTASIGLOXXV908.PDF
417-1-313-67,2020-04-22,AD079/2020,"Banner en la página digital",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD079-2020_SAMUEL_SINALOA_RAMOS.PDF,,185600.00,185600.00,2020-04-08,2020-06-30,82FA,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD079-2020_SAMUELSINALOA-1.PDF
418-1-313-67,2020-04-22,AD079/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.NOTICIASCHIHUAHUA.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD079-2020_SAMUEL_SINALOA_RAMOS.PDF,,92800.00,92800.00,2020-04-08,2020-06-30,1405,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD079-2020_SAMUELSINALOA-2.PDF
419-1-314-61,2020-04-22,AD080/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ADRIANARUIZ.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD080-2020_RODRIGO_MALDONADO.PDF,,215000.00,215000.00,2020-04-08,2020-06-30,68F6,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD080-2020_RODRIGOMALDONADO-1.PDF
42-1-119-37,2019-03-15,AD123/19,"Lona, instalacion y retiro por diseño unipolar, arrendamiento de espacios unipolares contando con servicio de impresión, montaje y retiro de material
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD_123-19.PDF,,548100.00,548100.00,2019-03-15,2019-06-30,A-150,https://www.sindicatura.mx/publicidad-abierta/data/facturas/80-COMERCIALIZADORA_IMATION_S.A._DE_C.V..PDF
420-1-314-61,2020-04-22,AD080/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ADRIANARUIZ.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD080-2020_RODRIGO_MALDONADO.PDF,,145000.00,145000.00,2020-04-08,2020-06-30,EA7D,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD080-2020_RODRIGOMALDONADO-2.PDF
421-1-317-79,2020-04-22,AD082/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELDIARIODECHIHUAHUA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD082-2020_EL_CHUVISCAR_DIGITAL_.PDF,,658400.00,658400.00,2020-04-08,2020-06-30,PDCR/60098,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD082-2020-PUBLICACIONES_DEL_CHUVISCAR_S.A._DE_C.V.-1.PDF
422-1-317-79,2020-04-22,AD082/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELDIARIODECHIHUAHUA.COM.MX PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD082-2020_EL_CHUVISCAR_DIGITAL_.PDF,,591600.00,591600.00,2020-04-08,2020-06-30,PDCR/59719,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD082-2020-PUBLICACIONES_DEL_CHUVISCAR_S.A._DE_C.V.-2.PDF
423-1-319-13,2020-04-22,AD083/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELPUEBLO.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD083-2020_EL_PUEBLO_DIGITAL.PDF,,136000.00,136000.00,2020-04-08,2020-06-30,"ELP 367",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD083-2020_ELPUEBLODIGITAL_362-1.PDF
424-1-319-13,2020-04-22,AD083/2020,"SERVICIO DE PUBLICIDAD EN MEDIOS INFORMATIVO DIGITAL WWW.ELPUEBLO.COM PARA LA CORRECTA COMUNICACIÓN SOCIAL.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/AD083-2020_EL_PUEBLO_DIGITAL.PDF,,80000.00,80000.00,2020-04-08,2020-06-30,362,https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD083-2020_ELPUEBLODIGITAL_362-2.PDF
425-1-323-104,2020-04-22,AD084/2020,"SERVICIO DE PUBLICIDAD TELEVISIVA VÍA SPOTS DE AVISOS OFICIALES, ANUNCIOS OFICIALES Y TRANSMISIONES EN VIVO, A TRAVÉS DEL PROGRAMA EXPECTATIVA NOTICIAS A TRAVÉS DEL CANAL 6.4 XHMTCH-TDT.",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD084-2020_LUIS_FROILAN_CASTANEDA_HIDALGO.PDF,,136320.00,136320.00,2020-04-08,2020-06-30,"LF 4",https://www.sindicatura.mx/publicidad-abierta/data/facturas/AD084-2020_LUISCASTANEDA_4-3-1.PDF
426-1-323-104,2020-04-22,AD084/2020,"SERVICIO DE PUBLICIDAD EN RADIO A TRAVÉS DEL PROGRAMA """"SUEÑOS Y REALIDADES"""" VÍA SPOTS DE AVISOS  Y ANUNCIOS OFICIALES, TRANSMISIONES EN PROGRAMAS Y TRANSMISIONES EN VIVO PARA LA CORRECTA COMUNICACIÓN SOCIAL DEL GOBIERNO MUNICIPAL
 ",https://www.sindicatura.mx/publicidad-abierta/data/contratos/TAD084-2020_LUIS_FROILAN_CASTANEDA_HIDALGO.PDF,,55680.00,55680.00,2020-04-08,2020-06-30,"LF 3",
