#,Ejercicio,Proveedor,Contrato,Orden,Trimestre,"Número de factura",Monto,"Fecha de erogación","Archivo de factura en PDF","Archivo de factura en XML","Fecha de validación","Área responsable de la información",Año,"Fecha de actualización",Nota,Estatus
244,2018,"NOTICIERO CHIHUAHUA DIGITAL",AD051/18,"Sin orden de compra",enero-marzo,7480,"$ 127,700.00",23.03.2018,37_MAYELA_CRISTINA_JIMENEZ_ALVIDREZ.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
245,2018,"NOTICIERO CHIHUAHUA DIGITAL",AD051/18,"Sin orden de compra",enero-marzo,5495,"$ 46,000.00",23.03.2018,38_MAYELA_CRISTINA_JIMENEZ_ALVIDREZ.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
246,2018,"ANTENA DEPORTIVA",AD052/18,"Sin orden de compra",abril-junio,C086,"$ 45,200.00",17.04.2018,39_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
247,2018,"ANTENA DEPORTIVA",AD052/18,"Sin orden de compra",abril-junio,B86F,"$ 45,250.00",17.04.2018,40_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
248,2018,"ANTENA DEPORTIVA",AD052/18,"Sin orden de compra",abril-junio,7CCD,"$ 59,450.00",17.04.2018,41_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
249,2018,"""No le cambie""",AD053/18,"Sin orden de compra",enero-marzo,270,"$ 128,500.01",27.03.2018,42_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
250,2018,"""No le cambie""",AD053/18,"Sin orden de compra",abril-junio,82AB,"$ 172,116.01",14.04.2018,43_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
251,2018,"""No le cambie""",AD053/18,"Sin orden de compra",abril-junio,282,"$ 151,768.00",17.04.2018,44_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
252,2018,"ASERTO RADIO",AD054/18,"Sin orden de compra",enero-marzo,301,"$ 84,148.68",27.03.2018,45_LUIS_JAVIER_VALERO_FLORES.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
253,2018,"ASERTO RADIO",AD054/18,"Sin orden de compra",enero-marzo,300,"$ 51,019.06",27.03.2018,46_LUIS_JAVIER_VALERO_FLORES.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
254,2018,"Nueva Línea Comunicación, S.C.",AD055/18,"Sin orden de compra",enero-marzo,274,"$ 58,590.00",28.03.2018,47_NUEVA_LINEA_COMUNICACION.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
255,2018,"Nueva Línea Comunicación, S.C.",AD055/18,"Sin orden de compra",enero-marzo,277,"$ 68,160.00",28.03.2018,48_NUEVA_LINEA_COMUNICACION.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
256,2018,"Nueva Línea Comunicación, S.C.",AD055/18,"Sin orden de compra",enero-marzo,276,"$ 50,720.00",28.03.2018,49_NUEVA_LINEA_COMUNICACION.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
257,2018,"""Expectativa Noticias""",AD056/18,"Sin orden de compra",enero-marzo,001,"$ 65,250.00",26.03.2018,50_VICTOR_HUGO_VALLES_RIVAS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
258,2018,"""Expectativa Noticias""",AD056/18,"Sin orden de compra",enero-marzo,03,"$ 39,949.88",26.03.2018,51_VICTOR_HUGO_VALLES_RIVAS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
259,2018,"""Expectativa Noticias""",AD056/18,"Sin orden de compra",enero-marzo,02,"$ 94,250.00",26.03.2018,52_VICTOR_HUGO_VALLES_RIVAS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
260,2018,"Roger Sistemas Exteriores, S. de R.L. de C.V.",AD115/18,"Sin orden de compra",enero-marzo,"FEC - 1698","$ 203,999.99",28.03.2018,110_ROGER_SISTEMAS_EXTERIORES.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
261,2018,"Roger Sistemas Exteriores, S. de R.L. de C.V.",AD115/18,"Sin orden de compra",enero-marzo,"FEC - 1697","$ 201,000.00",28.03.2018,111_ROGER_SISTEMAS_EXTERIORES.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
262,2018,"NN NUESTRAS NOTICIAS",AD117/18,"Sin orden de compra",enero-marzo,4F44,"$ 70,407.77",27.03.2018,112_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
263,2018,"NN NUESTRAS NOTICIAS",AD117/18,"Sin orden de compra",enero-marzo,A1D6,"$ 61,434.31",27.03.2018,113_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
264,2018,"Radio Juarense, S.A. de C.V.",AD118/18,"Sin orden de compra",enero-marzo,A-3722,"$ 17,400.00",27.03.2018,114_RADIO_JUARENSE.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
265,2018,"Radio Juarense, S.A. de C.V.",AD118/18,"Sin orden de compra",enero-marzo,A-3721,"$ 29,999.99",27.03.2018,115_RADIO_JUARENSE.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
266,2018,"Radio Juarense, S.A. de C.V.",AD118/18,"Sin orden de compra",enero-marzo,A-3720,"$ 57,000.00",27.03.2018,116_RADIO_JUARENSE.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
267,2018,elresumen.net,AD121/18,"Sin orden de compra",enero-marzo,161,"$ 20,000.00",27.03.2018,5f1efcfbed5ef_116_RADIO_JUARENSE.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
268,2018,elresumen.net,AD121/18,"Sin orden de compra",enero-marzo,162,"$ 20,000.00",27.03.2018,,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
269,2018,elresumen.net,AD121/18,"Sin orden de compra",enero-marzo,163,"$ 10,000.00",27.03.2018,119_JUAN_MANUEL_BARRIENTOS_MARQUEZ.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
270,2018,"Promotora de Radio de Chihuahua, S.A. de C.V.",AD122/18,"Sin orden de compra",enero-marzo,"PRC 11285","$ 237,846.40",27.03.2018,120_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
271,2018,"Promotora de Radio de Chihuahua, S.A. de C.V.",AD122/18,"Sin orden de compra",enero-marzo,"PRC 11284","$ 223,184.00",27.03.2018,121_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
272,2018,"Promotora de Radio de Chihuahua, S.A. de C.V.",AD122/18,"Sin orden de compra",enero-marzo,"PRC 11283","$ 238,844.00",27.03.2018,122_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
273,2018,"Omnia Comunicaciones, S. de R.L. de C.V.",AD123/18,"Sin orden de compra",enero-marzo,413,"$ 45,714.28",27.03.2018,123_OMNIA_COMUNICACIONES.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
274,2018,"Omnia Comunicaciones, S. de R.L. de C.V.",AD123/18,"Sin orden de compra",enero-marzo,414,"$ 55,714.28",27.03.2018,124_OMNIA_COMUNICACIONES.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
275,2018,"Grupo Grg Efectimedios, S.A. de C.V.",AD248/18,"Sin orden de compra",abril-junio,"B 375","$ 466,488.80",06.06.2018,125_GRUPO_GRG_EFECTIMEDIOS.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
276,2018,"Publicaciones del Chuviscar, S.A. de C.V.",AD357/18,"Sin orden de compra",octubre-diciembre,"PDCR / 53525","$ 257,928.89",05.12.2018,126_PUBLICACIONES_DEL_CHUVISCAR.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
277,2018,"Publicaciones del Chuviscar, S.A. de C.V.",AD357/18,"Sin orden de compra",octubre-diciembre,"PDCR / 52889","$ 612,071.11",11.10.2018,5f1f06a99c0f2_127_PUBLICACIONES_DEL_CHUVISCAR.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
278,2018,"Consultores en Comunicación y Medios Masivos, S.A. de C.V.",AD307/18,"Sin orden de compra",octubre-diciembre,236,"$ 326,300.00",22.11.2018,128_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
279,2018,"Consultores en Comunicación y Medios Masivos, S.A. de C.V.",AD307/18,"Sin orden de compra",octubre-diciembre,235,"$ 426,700.00",11.11.2018,129_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
280,2018,"Imprenta Siglo XXV, S.A. de C.V.",AD319/18,"Sin orden de compra",octubre-diciembre,755,"$ 350,399.99",21.11.2018,130_IMPRENTA_SIGLO_XXV.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
281,2018,"Imprenta Siglo XXV, S.A. de C.V.",AD319/18,"Sin orden de compra",octubre-diciembre,747,"$ 649,600.00",23.10.2018,131_IMPRENTA_SIGLO_XXV.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
282,2018,"Multimedios, S.A. de C.V.",AD322/18,"Sin orden de compra",octubre-diciembre,"MYA 68950","$ 573,234.88",26.11.2018,132_MULTIMEDIOS.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
283,2018,"Multimedios, S.A. de C.V.",AD322/18,"Sin orden de compra",octubre-diciembre,"MYA 68951","$ 626,574.00",26.11.2018,133_MULTIMEDIOS.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
284,2018,"Radio Impulsora X.E.E., S.A",AD323/18,"Sin orden de compra",octubre-diciembre,"A 2142","$ 324,092.40",08.11.2018,134_RADIO_IMPULSORA_X.E.E.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
285,2018,"Radio Impulsora X.E.E., S.A",AD323/18,"Sin orden de compra",octubre-diciembre,"A 2140","$ 300,765.80",01.11.2018,135_RADIO_IMPULSORA_X.E.E.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
286,2018,"Radio Lobo, S.A. de C.V.",AD328/18,"Sin orden de compra",octubre-diciembre,"RL 7935","$ 450,139.53",31.10.2018,138_RADIO_LOBO.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
287,2018,"Radio Lobo, S.A. de C.V.",AD328/18,"Sin orden de compra",octubre-diciembre,"RL 7960","$ 364,238.66",06.11.2018,139_RADIO_LOBO.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
288,2018,"Promotora de Radio de Chihuahua, S.A. de C.V.",AD332/18,"Sin orden de compra",octubre-diciembre,"PRC 12715","$ 325,796.00",14.11.2018,140_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
289,2018,"Promotora de Radio de Chihuahua, S.A. de C.V.",AD332/18,"Sin orden de compra",octubre-diciembre,"PRC 12604","$ 373,984.00",30.10.2018,141_PROMOTORA_DE_RADIO_DE_CHIHUAHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
290,2018,"Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",AD340/18,"Sin orden de compra",octubre-diciembre,APAB000011306,"$ 1,774,308.30",07.11.2018,142_CIA._PERIODISTICA_EL_SOL_DE_CHIHUAHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
291,2018,"Cia. Periodística El Sol de Chihuahua, S.A. de C.V.",AD340/18,"Sin orden de compra",octubre-diciembre,AXAB000215004,"$ 445,044.28",12.11.2018,143_CIA._PERIODISTICA_EL_SOL_DE_CHIHUAHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
292,2018,"Televisora de Occidente, S.A. de C.V.",AD347/18,"Sin orden de compra",octubre-diciembre,GF-32546,"$ 2,319,420.00",27.11.2018,144_TELEVISORA_DE_OCCIDENTE.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
293,2018,"Unidad Corporativa de Televisión, S.A. de C.V.",AD353/18,"Sin orden de compra",octubre-diciembre,61,"$ 482,850.00",21.11.2018,145_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
294,2018,"Unidad Corporativa de Televisión, S.A. de C.V.",AD353/18,"Sin orden de compra",octubre-diciembre,62,"$ 1,355,750.00",21.11.2018,146_UNIDAD_CORPORATIVA_DE_TELEVISION.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
295,2018,"Tv Azteca, S.A.B. de C.V.",AD354/18,"Sin orden de compra",octubre-diciembre,"EH 5996","$ 998,500.00",21.11.2018,147_TV_AZTECA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
296,2018,"Jesús Antonio Pérez Rodríguez",AD247-2018,"Sin orden de compra",julio-septiembre,-6,"$ 160,660.00",30.08.2018,,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
297,2018,"Jesús Antonio Pérez Rodríguez",AD247-2018,"Sin orden de compra",julio-septiembre,-7,"$ 160,660.00",30.08.2018,149_JESUS_ANTONIO_PEREZ_RODRIGUEZ.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
298,2018,"Comunicaciones Chihua, S.A. de C.V.",AD064/18,"Sin orden de compra",enero-marzo,"CCH 1985","$ 246,184.57",22.03.2018,150_COMUNICACIONES_CHIHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
299,2018,"Comunicaciones Chihua, S.A. de C.V.",AD064/18,"Sin orden de compra",enero-marzo,"CCH 1984","$ 235,146.85",22.03.2018,151_COMUNICACIONES_CHIHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
300,2018,"Comunicaciones Chihua, S.A. de C.V.",AD064/18,"Sin orden de compra",enero-marzo,"CCH 1983","$ 183,559.20",22.03.2018,152_COMUNICACIONES_CHIHUA.PDF,,27.07.2020,Chihuahua,2018,27.07.2020,,Activo
301,2018,www.lajiribilla.com.mx,AD057/18,"Sin orden de compra",abril-junio,025,"$ 41,666.64",04.04.2018,53_AURORA_MONTERDE_FERNANDEZ.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
302,2018,www.lajiribilla.com.mx,AD057/18,"Sin orden de compra",abril-junio,23,"$ 41,666.67",04.04.2018,54_AURORA_MONTERDE_FERNANDEZ.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
303,2018,www.lajiribilla.com.mx,AD057/18,"Sin orden de compra",abril-junio,024,"$ 41,666.67",04.04.2018,55_AURORA_MONTERDE_FERNANDEZ.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
304,2018,"Editorial E Imagen Publica, S.A. de C.V.",AD058/18,"Sin orden de compra",enero-marzo,1665,"$ 95,000.00",27.03.2018,56_EDITORIAL_E_IMAGEN_PUBLICA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
305,2018,"Editorial E Imagen Publica, S.A. de C.V.",AD058/18,"Sin orden de compra",enero-marzo,1664,"$ 98,600.00",27.03.2018,57_EDITORIAL_E_IMAGEN_PUBLICA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
306,2018,"Editorial E Imagen Publica, S.A. de C.V.",AD058/18,"Sin orden de compra",enero-marzo,1667,"$ 157,083.33",27.03.2018,58_EDITORIAL_E_IMAGEN_PUBLICA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
307,2018,"AA Print, S.A. de C.V.",AD060/18,"Sin orden de compra",enero-marzo,134,"$ 74,999.97",27.03.2018,59_AA_PRINT.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
308,2018,"AA Print, S.A. de C.V.",AD060/18,"Sin orden de compra",enero-marzo,133,"$ 99,999.96",27.03.2018,60_AA_PRINT.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
309,2018,"AA Print, S.A. de C.V.",AD060/18,"Sin orden de compra",enero-marzo,132,"$ 175,000.00",22.03.2018,61_AA_PRINT.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
310,2018,"Consultores en Comunicación y Medios Masivos, S.A. de C.V.",AD062/18,"Sin orden de compra",abril-junio,188,"$ 391,200.00",03.04.2018,5f6e2eac78de7_62_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
311,2018,"Consultores en Comunicación y Medios Masivos, S.A. de C.V.",AD062/18,"Sin orden de compra",abril-junio,187,"$ 100,400.00",03.04.2018,63_CONSULTORES_EN_COMUNICACION_Y_MEDIOS_MASIVOS.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
312,2018,"Radio Lobo, S.A. de C.V.",AD063/18,"Sin orden de compra",enero-marzo,"RL 7449","$ 282,176.47",22.03.2018,64_RADIO_LOBO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
313,2018,"Radio Lobo, S.A. de C.V.",AD063/18,"Sin orden de compra",enero-marzo,"RL 7448","$ 302,331.80",22.03.2018,65_RADIO_LOBO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
314,2018,"Radio Lobo, S.A. de C.V.",AD063/18,"Sin orden de compra",enero-marzo,"RL 7447","$ 230,348.80",22.03.2018,66_RADIO_LOBO.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
315,2018,"Radio Impulsora X.E.E., S.A",AD065/18,"Sin orden de compra",enero-marzo,1988,"$ 142,227.60",31.03.2018,67_RADIO_IMPULSORA_X.E.E.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
316,2018,"Radio Impulsora X.E.E., S.A",AD065/18,"Sin orden de compra",enero-marzo,1990,"$ 251,812.80",31.03.2018,68_RADIO_IMPULSORA_X.E.E.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
317,2018,"Radio Impulsora X.E.E., S.A",AD065/18,"Sin orden de compra",enero-marzo,1989,"$ 230,828.40",31.03.2018,69_RADIO_IMPULSORA_X.E.E.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
318,2018,"Nueva Era Radio de Chihuahua, S.A. de C.V.",AD066/18,"Sin orden de compra",abril-junio,"12707 CHI","$ 155,904.00",17.04.2018,70_NUEVA_ERA_RADIO_DE_CHIHUAHUA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
319,2018,"Nueva Era Radio de Chihuahua, S.A. de C.V.",AD066/18,"Sin orden de compra",abril-junio,"12709 CHI","$ 213,718.40",17.04.2018,71_NUEVA_ERA_RADIO_DE_CHIHUAHUA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
320,2018,"Nueva Era Radio de Chihuahua, S.A. de C.V.",AD066/18,"Sin orden de compra",abril-junio,"12708 CHI","$ 180,264.00",17.04.2018,72_NUEVA_ERA_RADIO_DE_CHIHUAHUA.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
321,2018,"Especialistas en Comunicación Integral, S.A. de C.V.",AD067/18,"Sin orden de compra",enero-marzo,-335,"$ 74,990.00",28.03.2018,73_ESPECIALISTAS_EN_COMUNICACION_INTEGRAL.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
322,2018,"Especialistas en Comunicación Integral, S.A. de C.V.",AD067/18,"Sin orden de compra",enero-marzo,-334,"$ 46,800.00",28.03.2018,74_ESPECIALISTAS_EN_COMUNICACION_INTEGRAL.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
323,2018,"Expreseditores, S.A. de C.V.",AD069/18,"Sin orden de compra",enero-marzo,231,"$ 30,000.00",28.03.2018,75_EXPRESEDITORES.PDF,,23.07.2020,Chihuahua,2018,23.07.2020,,Activo
324,2020,www.elpuntero.com.mx,AD117/2020,"Sin orden de compra",abril-junio,F8F5,"$ 101,500.00",16.06.2020,AD117-2020_XOCHITLGOMEZ-2.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
325,2018,"Periodismo Referente, S. de R.L. de C.V.",AD037/18,"Sin orden de compra",enero-marzo,234,"$ 71,760.00",27.03.2018,10_REFERENTE.PDF,,28.07.2020,Chihuahua,2018,28.07.2020,,Activo
326,2018,"Periodismo Referente, S. de R.L. de C.V.",AD037/18,"Sin orden de compra",enero-marzo,-235,"$ 143,520.00",27.03.2018,11_REFERENTE.PDF,,28.07.2020,Chihuahua,2018,28.07.2020,,Activo
327,2018,"Periodismo Referente, S. de R.L. de C.V.",AD037/18,"Sin orden de compra",enero-marzo,-236,"$ 109,700.00",27.03.2018,12_REFERENTE.PDF,,28.07.2020,Chihuahua,2018,28.07.2020,,Activo
328,2018,"Antena 102.5",AD324/18,"Sin orden de compra",octubre-diciembre,-337,"$ 229,332.00",07.11.2018,136_JUAN_ENRIQUE.PDF,,28.07.2020,Chihuahua,2018,28.07.2020,,Activo
329,2018,"Antena 102.5",AD324/18,"Sin orden de compra",octubre-diciembre,338,"$ 224,924.00",12.11.2018,137_JUAN_ENRIQUE.PDF,,28.07.2020,Chihuahua,2018,28.07.2020,,Activo
330,2018,"Merboca, S.A. de C.V.","AD 068/18","Sin orden de compra",enero-marzo,367,"$ 23,333.33",26.03.2018,153_154_Y_155_MERBOCA-1.PDF,,,,0,,,Activo
331,2018,"Merboca, S.A. de C.V.","AD 068/18","Sin orden de compra",enero-marzo,365,"$ 23,333.33",26.03.2018,153_154_Y_155_MERBOCA-2.PDF,,,,0,,,Activo
332,2018,"Merboca, S.A. de C.V.","AD 068/18","Sin orden de compra",enero-marzo,366,"$ 23,333.33",26.03.2018,153_154_Y_155_MERBOCA-3.PDF,,,,0,,,Activo
333,2020,"Now New Media S.A.P.I de C.V.",AD119/2020,"Sin orden de compra",abril-junio,1243,"$ 320,000.00",18.06.2020,AD119-2020_NOWNEWMEDIA.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
334,2020,"Multimedios, S.A. de C.V.",AD052/2020,"Sin orden de compra",abril-junio,85198,"$ 957,858.01",16.06.2020,AD052-2020_MULTIMEDIOSRADIO-1.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
335,2020,"Multimedios, S.A. de C.V.",AD052/2020,"Sin orden de compra",abril-junio,84530,"$ 642,620.00",14.05.2020,AD052-2020MULTIMEDIOSRADIO-2.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
336,2020,"Radio Impulsora X.E.E., S.A",AD053/2020,"Sin orden de compra",abril-junio,"A 2455","$ 380,329.79",15.06.2020,AD053-2020RADIOIMPULSORA2441-1.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
337,2020,noticiasaldia.com.mx,AD120/2020,"Sin orden de compra",abril-junio,34-,"$ 40,080.00",17.06.2020,AD120-2020_HECTORMANUELBERNAL-1.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
338,2020,"Radio Impulsora X.E.E., S.A",AD053/2020,"Sin orden de compra",abril-junio,"A 2441","$ 255,499.86",23.04.2020,AD053-2020RADIOIMPULSORA2441-2.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
339,2020,noticiasaldia.com.mx,AD120/2020,"Sin orden de compra",abril-junio,32-,"$ 34,800.00",13.05.2020,AD-120-2020_HECTORMANUELBERNAL-2.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
340,2020,WWW.PAUSA.MX,AD121/2020,"Sin orden de compra",abril-junio,406,"$ 50,112.00",01.06.2020,AD121-2020-CONSORCIO_EMPRESARIAL_ADPL_S.A.P.I._DE_C.V.-1.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
341,2020,"NN NUESTRAS NOTICIAS",AD054/2020,"Sin orden de compra",abril-junio,B85C,"$ 152,197.08",16.06.2020,AD054-2020FRANCISCOALVAREZ_2-1.PDF,,16.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
342,2020,WWW.PAUSA.MX,AD121/2020,"Sin orden de compra",abril-junio,410,"$ 19,008.00",18.06.2020,AD121-2020-CONSORCIO_EMPRESARIAL_ADPL_S.A.P.I._DE_C.V.-2.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
343,2020,"NN NUESTRAS NOTICIAS",AD054/2020,"Sin orden de compra",abril-junio,CBAF,"$ 101,220.00",04.05.2020,AD054-2020FRANCISCOALVAREZ_2-2.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
344,2020,"Expansión, S.A. de C.V.",AD123/2020,"Sin orden de compra",abril-junio,GE49281,"$ 400,000.00",26.06.2020,AD0123-2020_EXPANSION.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
345,2020,"Radio Lobo, S.A. de C.V.",AD055/2020,"Sin orden de compra",abril-junio,"RL 8794","$ 325,003.12",22.04.2020,AD055-2020-RADIO_LOBO_S.A._DE_C.V.-1.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
346,2020,"Recuperadora Ambiental Del Norte S de Rl de Cv",AD124/2020,"Sin orden de compra",abril-junio,-226,"$ 900,480.00",04.06.2020,AD0124-2020_RECUPERADORAAMBIENTALF226.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
347,2020,"Radio Lobo, S.A. de C.V.",AD055/2020,"Sin orden de compra",abril-junio,"RL 8847","$ 496,372.80",16.06.2020,AD055-2020-RADIO_LOBO_S.A._DE_C.V.-2.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
348,2020,"AA Print, S.A. de C.V.",AD125/2020,"Sin orden de compra",abril-junio,192-,"$ 999,999.99",22.06.2020,AD125-2020-AA_PRINT_S.A._DE_C.V.-1.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
349,2020,"Radioflash del Norte, S.A. de C.V.",AD056/2020,"Sin orden de compra",abril-junio,"55 FCH","$ 413,144.00",24.04.2020,AD056-2020RADIOFLASH55-1.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
350,2020,"Jessica Arely Medina Valerio",AD126/2020,"Sin orden de compra",abril-junio,C243,"$ 190,080.00",04.06.2020,AD0126-2020_JESSICAMEDINA.PDF,,01.09.2020,"Unidad administrativa de comunicación social",2020,01.09.2020,,Activo
351,2020,"Promotora de Radio de Chihuahua, S.A. de C.V.",AD057/2020,"Sin orden de compra",abril-junio,"PRC 15199","$ 396,720.00",11.05.2020,AD057-2020PROMOTORADERADIO-1.PDF,,30.06.2020,"Unidad Administrativa de la Coordinación de Comunicación Social",2020,07.09.2020,,Activo
