#,Procedimiento,"Nombre o razón social del proveedor",Ejercicio,Trimestre,"Sujeto obligado contratante","Sujeto obligado solicitante","Número de contrato","Objeto del contrato",Descripción,"Fundamento jurídico","Fecha de celebración","Fecha de inicio","Fecha de término","Monto original de contrato","Monto modificado","Monto total","Monto pagado a la fecha","Archivo del contrato en PDF","Área responsable de la información","Fecha de validación",Año,"Fecha de actualización",Nota,Estatus
199,"Adjudicación directa","Merboca, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD238/19,"Publicidad impresa
 ","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Voz en Red"", para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 348,000.00",$0.00,"$ 348,000.00","$ 348,000.00",AD_238-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
200,"Adjudicación directa","Radio Juarense, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD239/19,"Publicidad impresa
 ","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Radio net Juarense"", para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 180,000.00",$0.00,"$ 180,000.00","$ 180,000.00",AD_239-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
201,"Adjudicación directa","Enconcreto, CIDECH, y FINGUACH",2019,julio-septiembre,Chihuahua,Chihuahua,AD240/19,"Publicidad impresa
 ","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revistas ""Enconcreto"", ""CIDECH"", y ""FINGUACH"" , para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 98,000.00",$0.00,"$ 98,000.00","$ 98,000.00",AD_240-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
202,"Adjudicación directa","""Plan de vuelo"", Radio 102.5 FM",2019,julio-septiembre,Chihuahua,Chihuahua,AD237/19,"Publicidad radiofonica
 ","Servicio de publicidad en radio a través del Programa ""Plan de vuelo"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo para la correcta comunicación del Gobierno Municipal. 
 ","""Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ""
 ",19.07.2019,19.07.2019,31.12.2019,"$ 250,000.00",$0.00,"$ 250,000.00","$ 0.00",AD_237-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
203,"Adjudicación directa","El Pueblo Familiar, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD255/19,"Publicidad exterior.","Servicio de arrendamiento en pantalla fija unipolar de proyección a gran formato, para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 240,000.00",$0.00,"$ 240,000.00","$ 240,000.00",AD_255-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
204,"Adjudicación directa","Monito, Análisis y Monitoreo de Medios, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD256/19,"Monitoreo medios de comunicación.","Servicio de monitoreo profesional en tiempo real de medio de publicaciones de medios impresos, digitales, radio, y televisión, a través de un sistema digital con recurso de alertas, para así poder tener una adecuada medición al desempeño del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 522,000.00",$0.00,"$ 522,000.00","$ 0.00",AD_256-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios",Activo
205,"Adjudicación directa","Información Procesada Hemeroteca  Y Análisis de Prensa, S.C.",2019,julio-septiembre,Chihuahua,Chihuahua,AD257/19,"Monitoreo medios de comunicación.","Servicio de monitoreo y generación de Hemeroteca profesional de medios impresos para asi poder tener una adecuada medición al desempeño del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 243,600.00",$0.00,"$ 243,600.00","$ 0.00",AD_257-19.PDF,Chihuahua,06.07.2020,2019,06.07.2019,"Sin comentarios.",Activo
206,"Adjudicación directa","Tolk MX, S. de R.L. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD258/19,"Monitoreo medios de comunicación.","Servicio Profesional de analisis de la conversación digital y medición de audiencias en las distintas redes sociales y plataformas digitales del Gobierno Municipal, para así poder tener una adecuada medición al desempeño del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 1,000,000.00",$0.00,"$ 1,000,000.00","$ 0.00",AD_258-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
207,"Adjudicación directa","Editorial E Imagen Publica, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD259/19,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Ser Empresario"", para la correcta comunicación del Gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 251,820.00",$0.00,"$ 251,820.00","$ 251,819.98",AD_259-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
208,"Adjudicación directa","Cablemás Telecomunicaciones, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD266/19,"Publicidad televisión.","Servicio de publicidad en televisión a través de la programación del Izzi TV, via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 1,000,000.00",$0.00,"$ 1,000,000.00","$ 0.00",AD_266-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
209,"Adjudicación directa","Omnia Comunicaciones, S. de R.L. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD268/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.omnia.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 210,000.00",$0.00,"$ 210,000.00","$ 209,999.99",AD_268-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
210,"Adjudicación directa",www.futuro.mx,2019,julio-septiembre,Chihuahua,Chihuahua,AD309/19,"Publicidad en medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.futuro.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 120,000.00",$0.00,"$ 120,000.00","$ 0.00",AD_309-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
211,"Adjudicación directa","Editorial Clío, Libros, y Videos S.A. de C.V.",2019,octubre-diciembre,Chihuahua,Chihuahua,AD319/19,"Documental importancia de Chihuahua.","Servicio para realizar la producción de una obra en la que se destaque la importancia de chihuahua en la democracia de México Actual.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, XIII. Los servicios contratados directamente con la persona que posee la titularidad o el licenciamiento exclusivo de patentes vigentes, derechos de autoría, u otros derechos exclusivos, o por tratarse de obras de arte.",21.10.2019,21.10.2019,31.12.2019,"$ 2,378,000.00",$0.00,"$ 2,378,000.00","$ 0.00",AD_319-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
212,"Adjudicación directa","Publicaciones del Chuviscar, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD241/19,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en el periodico ""El Diario de Chihuahua"" , para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 1,100,000.00","$ 70,000.01","$ 1,170,000.01","$ 1,170,000.00",AD_241-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
213,"Adjudicación directa","Cazonci Editores, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD242/19,"Publicidad impresa.","Servicio de publicidad en materia comercial, via inserciones en diversos periodicos y publicaciones impresas de mayor circulación local, especificamente en las revista ""Alcaldes de México"", para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que enel mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 180,000.00",$0.00,"$ 180,000.00","$ 0.00",AD_242-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
214,"Adjudicación directa","Multimedios, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD245/19,"Publicidad televisión.","Servicio de publicidad en televisión a través de la programación del canal 6, via spots de avisos y anuncios oficiales, transmisiones en programas en vivo para la correcta comunicación social del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 1,600,000.00",$0.00,"$ 1,600,000.00","$ 0.00",AD_245-19.PDF,Chihuahua,06.07.2019,2019,06.07.2019,,Activo
215,"Adjudicación directa","Jesús Antonio Pérez Rodríguez",2019,julio-septiembre,Chihuahua,Chihuahua,AD248/19,"Servicios diversos de comunicación.","Servicio de Producción profesional para generar contenido Multimedia de calidad cinematografica  para la adecuada comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 800,000.00",$0.00,"$ 800,000.00","$ 0.00",AD_248-19.PDF,"Chihuahua ",06.07.2020,2019,06.07.2020,,Activo
216,"Adjudicación directa","María Cristina Sánchez Manzano",2019,julio-septiembre,Chihuahua,Chihuahua,AD249/19,"Servicios diversos de comunicación.","Servicio de Producción profesional para generar contenido Multimedia para la adecuada comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 324,000.00",$0.00,"$ 324,000.00","$ 67,976.00",AD_249-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
217,"Adjudicación directa","Periodico Digital Sendero, S.A.P.I. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD244/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.eldeforma.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 800,000.00",$0.00,"$ 800,000.00","$ 0.00",AD_244-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
218,"Adjudicación directa","Nora Angélica de la Rosa Martínez",2019,julio-septiembre,Chihuahua,Chihuahua,AD250/19,"Servicios diversos de comunicación.","Servicio de Monitoreo profesional de medios y elaboración de síntesis informativa para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 174,000.00",$0.00,"$ 174,000.00","$ 0.00",AD_250-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
219,"Adjudicación directa","AA Print, S.A. de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD251/19,"Publicidad exterior.","Arrendamiento de espacios Unipolares Contando con Servicio de impresión, montaje, retiro del material, en diversos puntos de la ciudad para la adecuada comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 900,000.00",$0.00,"$ 900,000.00","$ 0.00","No hay archivo",Chihuahua,06.07.2020,2019,06.07.2020,,Activo
220,"Adjudicación directa","Jessica Arely Medina Valerio",2019,julio-septiembre,Chihuahua,Chihuahua,AD252/19," 
Publicidad exterior.
 
 ","Servicio de publicidad en Mega Pantalla, ubicada en calle Libertad esquina con Vicente Guerrero, Colonia Centro, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 237,600.00",$0.00,"$ 237,600.00","$ 237,599.99",AD_252-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
221,"Adjudicación directa",www.laparadoja.com.mx,2019,julio-septiembre,Chihuahua,Chihuahua,AD261/19,"Publicidad medios digitales. ","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.laparadoja.com.mx, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente. ",19.07.2019,19.07.2019,31.12.2019,"$ 150,000.00",$0.00,"$ 150,000.00","$ 0.00",AD_261-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,"Sin comentarios.",Activo
222,"Adjudicación directa","Now New Media S.A.P.I de C.V.",2019,julio-septiembre,Chihuahua,Chihuahua,AD243/19,"Publicidad medios digitales.","Servicio de publicidad en medios informativos digitales de mayor circulación y en plataformas digitales, especificamente en la pagina www.eldeforma.com, para la correcta comunicación del Gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y Contratación de Servicios del Estado de Chihuahua, 29F.IV, 40 F. II, 72, 73 F.I,No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente.",19.07.2019,19.07.2019,31.12.2019,"$ 800,000.00",$0.00,"$ 800,000.00","$ 0.00",AD_243-19.PDF,Chihuahua,06.07.2020,2019,06.07.2020,,Activo
223,"Adjudicación directa","ANTENA DEPORTIVA",2018,octubre-diciembre,Chihuahua,Chihuahua,AD321-2018,"Servicio de publicidad en radio","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""antena deportiva"", para la correcta comunicación social del gobierno Municipal.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 200,000.00",$0.00,"$ 200,000.00","$ 200,000.00",T-AD_321-18_-_PEDRO_GERMAN_ZAVALA_ORNELAS.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
224,"Adjudicación directa","Multimedios, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD322/18,"Publicidad radiofonica ","Servicio de publicidad en radio  a de las estaciones de radio XACH 90.9 F.M. La caliente, XHCHA104.5 Hits F.M., XHCHH94.5 D95, XHHEM 103.7 F.M. Classic F.M. , via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo, según sea solicitado por la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 1,199,809.00",$0.00,"$ 1,199,809.00","$ 1,199,808.88",AD_322-18.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
225,"Adjudicación directa","Radio Impulsora X.E.E., S.A",2018,octubre-diciembre,Chihuahua,Chihuahua,AD323/18,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""XHES 102.5 F.M."", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 624,868.00",$0.00,"$ 624,868.00","$ 624,858.20",AD323-18.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
226,"Adjudicación directa","Antena 102.5",2018,octubre-diciembre,Chihuahua,Chihuahua,AD324/18,"Publicidad radiofonica ","Servicio de publicidad en radio a través del programa ""No le cambie"" via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo ,Según sea solicitado por la coordinación de comunicación social.","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 454,358.00",$0.00,"$ 454,358.00","$ 454,256.00",T-AD_324-18_-_JUAN_ENRIQUE_LOPEZ_AGUIRRE.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
227,"Adjudicación directa","ASERTO RADIO",2018,octubre-diciembre,Chihuahua,Chihuahua,AD325/18,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""Aserto"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 208,800.00",$0.00,"$ 208,800.00","$ 208,797.73",T-AD_325-18_-_LUIS_JAVIER_VALERO_FLORES.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
228,"Adjudicación directa","La Ventana del Juicio.mx",2018,octubre-diciembre,Chihuahua,Chihuahua,AD326/18,"Publicidad radiofonica","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""La ventana del juicio"", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 138,942.00",$0.00,"$ 138,942.00","$ 138,800.06",T-AD_326-18_-_ESTEBAN_SALMON_PAREDES.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
229,"Adjudicación directa","NN NUESTRAS NOTICIAS",2018,octubre-diciembre,Chihuahua,Chihuahua,AD327/18,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""NN Nuestras Noticias"", vía spots de avisos y anuncios oficiales, entrevistas en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 174,050.19",$0.00,"$ 174,050.19","$ 173,903.55",T-AD_327-18_-_FRANCISCO_JOSE_ALVAREZ_ITUARTE.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
230,"Adjudicación directa","Radio Lobo, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD328/18,"Publicidad radiofonica ","Servicio de publicidad en radio via spots de avisos, anuncios oficiales, entrevistas, transmisiones oficiales, transmisiones en vivo y menciones dentro del programa  ""Radio Lobo XHSU106.1"", para la correcta comunicación social del gobierno Municipal. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 814,850.00",$0.00,"$ 814,850.00","$ 814,378.19",AD_328-18.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
231,"Adjudicación directa","Nueva Era Radio de Chihuahua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD329/18,"Publicidad radiofonica ","Servicio de publicidad en radio a través de la estación de ""XHBW Magia digital 93.3 FM,  XHBU La norteñita 91.7 F.M., XHQD Romance 95.7"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social.  ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 750,000.00",$0.00,"$ 750,000.00","$ 749,963.28",AD_329-18.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
232,"Adjudicación directa","Especialistas en Comunicación Integral, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD330/18,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""mega activo"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 174,989.00",$0.00,"$ 174,989.00","$ 174,940.00",AD_330-18.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
233,"Adjudicación directa","Nueva Línea Comunicación, S.C.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD331/18,"Publicidad radiofonica ","Servicio de publicidad en radio a través del Programa ""palabra viva"", vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo según sea solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 177,468.00",$0.00,"$ 177,468.00","$ 175,338.20",AD_331-18.PDF,Chihuahua,16.07.2020,2018,16.07.2020,,Activo
234,"Adjudicación directa","Promotora de Radio de Chihuahua, S.A. de C.V.",2018,octubre-diciembre,Chihuahua,Chihuahua,AD332/18,"Publicidad radiofonica","Servicio de publicidad en radio a través de vía spots de avisos y anuncios oficiales, transmisiones en programas y transmisiones en vivo y menciones dentro del Programa Estereo Vida, XHHES 94.1 F.M., ArrobaXHDI 88.5, la poderosa XHFA 89.3 y Estereo Meixcana 96.5 F.M."", Solicitado por la coordinación de comunicación social. ","Ley de Adquisiciones, Arrendamientos y contratación de Servicios para el Estado de Chihuahua, Articulos; 44 F. II, 48, 72, 73 F. I  No existan bienes o servicios alternativos o sustitutos técnicamente razonables, o bien, que en el mercado exista una sola persona oferente ",01.10.2018,01.10.2018,31.12.2018,"$ 699,870.40",$0.00,"$ 699,870.40","$ 699,780.00",AD_332-18.PDF,Chihuahua,06.06.2020,2018,06.06.2020,,Activo
